Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_088.jpg;-5.308703;1;0;3.120025;104.617;90.11904;1.358868;40.5755;0.001314808
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_155.jpg;-2.311364;1;0;3.161461;104.7628;90.2404;1.356997;39.9209;-0.0002883362
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_222.jpg;0;1;0;3.201281;104.9604;90.40492;1.37465;39.59353;-0.002616716
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_289.jpg;0;1;0;3.241528;105.1109;90.52982;1.384768;39.53591;-0.002760736
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_354.jpg;0;1;0;3.296193;105.2635;90.65585;1.389442;39.51682;-0.002204024
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_422.jpg;0;1;0;3.335059;105.4702;90.82584;1.393614;39.50119;-0.002097542
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_488.jpg;0;1;0;3.37571;105.6276;90.95489;1.398432;39.48987;-0.001902668
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_571.jpg;0;1;0;3.428839;105.8405;91.12908;1.403287;39.47271;-0.001580169
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_640.jpg;0;1;0;3.481769;106.0568;91.30573;1.40618;39.45255;-0.001536081
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_706.jpg;0;1;0;3.521238;106.2213;91.4399;1.40981;39.43599;-0.001533788
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_756.jpg;0;1;0;3.547374;106.332;91.53016;1.412714;39.42559;-0.001195433
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_823.jpg;0;1;0;3.5998;106.5558;91.71253;1.414281;39.403;-0.001197889
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_905.jpg;0;1;0;3.63888;106.783;91.89746;1.418031;39.37778;-0.001676204
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_46_988.jpg;0;1;0;3.703632;107.0135;92.08495;1.423277;39.35462;-0.001226557
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_072.jpg;0;1;0;3.755765;107.2472;92.27489;1.427401;39.32822;-0.001711814
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_139.jpg;0;1;0;3.806582;107.4843;92.46738;1.434027;39.30275;-0.001630471
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_204.jpg;0;1;0;3.845011;107.6642;92.61333;1.435171;39.28366;-0.001642215
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_255.jpg;0;1;0;3.87045;107.7851;92.71142;1.437968;39.27033;-0.001641523
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_338.jpg;0;1;0;3.921168;108.0911;92.95931;1.445484;39.23763;-0.001190539
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_404.jpg;0;1;0;3.971668;108.2771;93.10983;1.447684;39.21653;-0.001306797
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_469.jpg;0;1;0;4.022647;108.4649;93.2617;1.448738;39.1949;-0.001695443
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_537.jpg;0;1;0;4.059678;108.7181;93.46632;1.452339;39.16613;-0.001709751
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_605.jpg;0;1;0;4.097646;108.9102;93.62138;1.459521;39.14333;-0.00171029
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_670.jpg;0;1;0;4.147393;109.104;93.77771;1.459272;39.1216;-0.001748829
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_738.jpg;0;1;0;4.184387;109.3652;93.98829;1.466798;39.09171;-0.001369475
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_788.jpg;0;1;0;4.209099;109.4971;94.09443;1.468814;39.07619;-0.001390667
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_838.jpg;0;1;0;4.23376;109.6962;94.25468;1.468727;39.05235;-0.001778087
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_888.jpg;0;1;0;4.270129;109.83;94.36231;1.472739;39.03756;-0.001283859
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_47_954.jpg;0;1;0;4.319468;110.0323;94.52481;1.478247;39.01274;-0.001300997
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_48_021.jpg;0;1;0;4.355566;110.3046;94.74341;1.479595;38.98057;-0.001319734
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_48_088.jpg;0;1;0;4.392239;110.511;94.90889;1.485614;38.95445;-0.001436263
C:\Users\vmuniven\Desktop\Vivek\pyimagepro\RoboND-Rover-Project\data\IMG\robocam_2018_08_05_15_40_48_154.jpg;0;1;0;4.440719;110.7191;95.07562;1.488982;38.92936;-0.001337568
